author,text,likeCount,publishedAt
@wallaceyallup4036,"Attacking your opponent&#39;s strength, to break them, and gain confidence. I can&#39;t believe how much Roger and I have in common, the mindset, the journey to getting to be better. I too had this mindset of attacking player&#39;s forehand (which for most, is their strength), versus attacking the backhand (which mostly is less consistent or powerful than the forehand), and it was taking what is a tougher road to finding greatness. Tougher I found because I&#39;d lose many points, games, matches because I was on a journey to becoming a more confident player, and it would happen much later on, than a few months away. Celebrating the little victories along the way, the feeling of winning just 1 or 2 more points per game even if you lost the game, is rewarding. The same goes for winning a service game, when going at their stronger side (mostly the forehand), keeping the mindset that all the while you&#39;re competing with your opponent, but at the same time, you&#39;re challenging yourself to do just a bit better with each point.  There&#39;s a lot of fail that happens along the way, and how you deal with it, and carrying forward is what defines your character on court, maybe even in life. IMHO, I feel that is how you build the confidence and mental toughness. Personally, as an athlete, that ran <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=315"">5:15</a> splits in 5k and 10k races, threw 2 hitters with 19 Strike outs at 18 years old, went years without double faulting, ever., practicing strokes up against the wall for 2-3 hours per day as a college kid, serving 300 balls a day outside of tennis practice, so that I could feel confident enough to hit anywhere I wanted on the court (on my demand), only to be as relentless in life off of the court to get what I wanted,  was my resolve. Let me tell you something: any of the strengths/tools you use in life, you can be rest assured, that positive mindset happened and grew in your sport(s), one point at time, game at time, match etc..  A saying I love, anything want to learn about how to deal with everyday living, you can learn on the tennis court, playing competitive tennis.  I love this game so, so much. I gave it to my Son. I loved watching him play, grow as a person, and as a high-performing athlete in it.  In my adult years, and as I found The Maestro, The King, The GOAT, I watched his matches and replays, and enjoyed it, still do to this day, here it is 23 years later. I still play, and I still channel RF when I need to dig deep and focus.  My zone is peRFect when I know I am out there playing to be better than the shot before, the day before, match before.  It&#39;s important to keep growing, in my personal opinion. Glass is half full, always.  I love this game. I love who Roger Federer is.   What a speech he gave, right?  Oh, and, Congratulations to you 2024 Grads, and to Dr. Roger Federer, also Class of 2024.  Bravissimo!",0,2024-06-14T17:10:21Z
@franciscotablante2032,“Porque nadie es más grande… que Roger Federer”,0,2024-06-14T16:58:22Z
@cuchuflus,Awesome Roger!!!!,0,2024-06-14T16:53:20Z
@PrakharTalksSports,❤ The LEGEND THAT IS FEDRER! What a champion in his sport and in his life.,0,2024-06-14T16:52:51Z
@meghabohra0111,Glad to hear from Roger🤍,1,2024-06-14T16:49:05Z
@harkirehal258,"Just when you think Roger can&#39;t get any better, he proves you wrong.",1,2024-06-14T16:38:34Z
@mphahamankunyane2804,❤🇱🇸,0,2024-06-14T16:38:31Z
@marceloberaldi7370,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=362"">6:02</a> effortless is a myth. GOAT",1,2024-06-14T16:27:27Z
@Krishnashares,He choked at the end. Such a humble man. And that’s why he is the greatest..the real GOAT,137,2024-06-14T16:23:00Z
@zoozoo518,Dr. Roger! ☺,0,2024-06-14T16:00:52Z
@guerakun,"How is he, the goat, tearing up as well? Man, Federer truly lived those 3 lessons. Someone is cutting onions in here..",1,2024-06-14T15:55:45Z
@WritingandFighting,80% of his matches but only 54% of the points he played. There&#39;s a lot about that statistic that tells you much about what makes a champion. Well-chosen item of speech.,2,2024-06-14T15:48:59Z
@chandradeb529,This is more valuable to the millions who are listening to him across the world.,0,2024-06-14T15:24:42Z
@FirstLast-cd6vv,"Now the mofo is giving commencement speeches, desperately trying to stay relevant.",1,2024-06-14T15:17:33Z
@RonniePickeringMate,The man oozes class,0,2024-06-14T15:15:51Z
@troiscarottes,He bored me through in exactly 4 minutes. Yawn! Anyway I thought it was Dartmouth in England.,0,2024-06-14T14:47:01Z
@tr0wb3d3r5,who are those tards shouting on the background f off please 😍,0,2024-06-14T14:43:51Z
@monkeyunboxinghk5835,He is so eloquent! I hope to had him as my commencement speaker…,0,2024-06-14T14:27:44Z
@winscircle888,"“negative energy is wasted energy.”  if we learned just that one thing, our lives would be immensely easier..  thank you Roger! <br><br>Also, I love how much he prepared to know Dartmouth and about college life there.  HE PREPARES!! Another lesson for All.  He has so much respect for what he is doing, for the people whose time he is taking: prepare, prepare prepare. <br><br>“Be kind to one another, and have fun out there!”<br><br>Best wishes to all!",1,2024-06-14T14:25:56Z
@winscircle888,"“negative energy is wasted energy.”  if we learned just that one thing, our lives would be immensely easier..  thank you Roger! <br><br>Also, I love how much he prepared to know Dartmouth and about college life there.  HE PREPARES!! Another lesson for All.  He has so much respect for what he is doing, for the people whose time he is taking: prepare, prepare prepare. <br><br>Best wishes to all!",2,2024-06-14T14:22:19Z
@winscircle888,"“negative energy is wasted energy.”  if we learned just that one thing, our lives would be immensely easier..  thank you Roger!",0,2024-06-14T14:15:14Z
@maramaddox3703,"Classic Roger- poised, positive, and very human. His humor is a welcome surprise and the continuous eye contact with the entire audience is a gift.",1,2024-06-14T14:11:13Z
@souravbindia,&quot;Confidence on self has to be earned&quot;,0,2024-06-14T14:06:30Z
@farrahfayyaz8885,"Everyone is talking about the life tips he gave, and what a beautiful human being is. Along with ALLLL of that, what struck me the most was that he made the speech SO RELATABLE to the graduates. He kept connecting all his points back to the campus life at Dartmouth and that AMAZED me! IT was INDEED a VERY WELL PREPARED speech delivered EFFORTLESSLY!!! He was standing there AS A GRADUATE not as a guest and I have NEVER experienced an honorary doctorate&#39;s speech as informed as his!",1,2024-06-14T13:29:57Z
@averagejoe3325,I&#39;m still trying to get my grade 11,0,2024-06-14T12:31:27Z
@drmichaelsunsschoolformath,That was probably the best thing ive seen on youtube in the last 2000 watch hours at least,0,2024-06-14T12:25:03Z
@ChipolinoRevuelta,Wish one day to meet you in person.....will be joining your channels very soon....Great Job,2,2024-06-14T12:15:23Z
@kesharisuthar3268,"Many many congratulations to Dr. ROGER FEDERER, for receiving the doctorate of human letters. He has been one of the best tennis players ever. He is immensely inspiring, industrious, incredibly intelligent and ingenious personality. This address adequately affirms that he is amazing, awesome &amp;  appreciable speaker too. ❤❤❤❤❤❤",0,2024-06-14T11:38:43Z
@zedk47,The morons yelling in a megaphone in the background don&#39;t know what they are missing...,0,2024-06-14T11:25:37Z
@coppersulphate3532,Congratulations Dr. Roger Federer!<br><br>Lovely speech!<br><br>Miss you in tennis.<br>Not one player can give us the pleasure as we used to get watching you.<br><br>Hope at least one son of yours will be a tennis player as great as you ❤❤❤,0,2024-06-14T10:51:02Z
@lifeandadventure1675,Beautiful Roger as usual. Love and respect to this great human being and the GOAT of Tennis.,0,2024-06-14T10:06:22Z
@shantnuraj26,Lessons for life.<br>Thank you Dr. RF.,0,2024-06-14T09:56:49Z
@Raturidesagain,The uneducated protestors in the background should pipe down and learn something. What philistines!,0,2024-06-14T09:38:33Z
@TennisRallyArt,We love him ❤if we can’t see him playing ❤we want to hear him talking ❤tennis 🎾and life<br> Great master <br>Great teacher <br>Great human <br>(Now that he’s not throwing his racket!),0,2024-06-14T08:16:57Z
@Awesomegamerz2627,Congratulations 👏👏 Dr.Roger Federer...a legend of the legends..,0,2024-06-14T07:36:15Z
@magnetism693,Roger got emotional at the end ?,0,2024-06-14T06:58:41Z
@abhinavshrivastava7508,🙏 to the god of tennis. Beautiful speech and life lessons. 👏🏼,1,2024-06-14T06:49:12Z
@artsy4047,"Without Roger Federer in tennis, tennis will never be the same again. You are our GOAT.",45,2024-06-14T06:30:14Z
@plastichouselady,Love this wonderful guy!,0,2024-06-14T06:07:33Z
@excalibur9545,🐐🙏🏆♥️,1,2024-06-14T05:52:34Z
@mohmayaboy,this is the shortest 25 mins of Youtube video ever. Effortless 😀,0,2024-06-14T05:52:02Z
@PeterJohn-hl3ox,4 f sake - the guy just hit tennis balls for a living,0,2024-06-14T05:46:09Z
@rajdeep007123,"Sir, that&#39;s one of the best speeches I have heard! Thank you",1,2024-06-14T05:15:03Z
@PhHazwal,"An outstanding commencement speech!!! What a life hero!! Thanks for sending the speech in its entirety! I listened to every word and will share the speech with Mary and Rols and Debby and John William. Much love,😄❤️ <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=1504"">25:04</a>",9,2024-06-14T04:54:16Z
@wiseowl89,Am I the only one bothered by the protest in the background??,0,2024-06-14T04:53:11Z
@CHARLIE77153,Please don’t say that Roger Federer commencement speech is getting more popular than Steve Jobs at Stanford…. No………….😂<br><br>Already 1 million views,2,2024-06-14T04:45:44Z
@RahulCatking,Best 24 minutes of 2024 !!,0,2024-06-14T04:43:40Z
@rjg728,Why can’t there be more RFs in the world?,0,2024-06-14T04:32:09Z
@josekennethgreen3705,"Thanks for emphasizing the importance of FAMILY, Sir Roger.",0,2024-06-14T03:54:34Z
@UMHurricanes05,As if I could not love this guy anymore !!  Roger you are the GOAT 🐐,1,2024-06-14T03:40:37Z
@mashai1161,he is not reading,0,2024-06-14T03:27:47Z
@MarMac85,"Con Ustedes... Roger Federer, el mejor y más completo tenista jamás conocido. Gracias por todo Champ!!🎾🎾",0,2024-06-14T03:17:24Z
@shilpaaathresh,"It was tough to be your ardent fan, but I wouldn’t have it any other way. This speech validates my choices when it comes to my sport  inspirations and role models. Onwards and upwards, Roger! Always your fan!",0,2024-06-14T03:04:44Z
@lucianasalles7272,🎖🏅🥇🥈🥉🏸🎾,0,2024-06-14T02:52:45Z
@tanvinator,"What the duck is that background slogan at around <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=540"">9:00</a> onwards.",0,2024-06-14T02:46:01Z
@StoicContrarian,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=795"">13:15</a> I came specifically for this.",0,2024-06-14T02:30:48Z
@StoicContrarian,He’s giving a literal Stump speech.,0,2024-06-14T02:25:37Z
@henriquelamas8932,"One of the best speeches ever, one of the best persons ever!! THANK YOU ROGER",3,2024-06-14T02:23:01Z
@shyan042688,"It amazes me every time how incredibly humble this man is, despite everything that he&#39;s achieved -- both on-court and off-court. Sheer elegance and class through and through. It&#39;s just impossible not to adore him.<br><br>This was probably the funniest, most uplifting and inspiring commencement address I&#39;ve ever seen. So beautifully delivered!",1,2024-06-14T02:22:37Z
@eg2540,GOAT everywhere!!,0,2024-06-14T01:37:54Z
@YouTubeCensor,Imagine giving a serious speech at that ridiculous lectern.,0,2024-06-14T01:28:39Z
@ynwa6282,Did he read a text,0,2024-06-14T01:22:16Z
@airbender9593,Doctor of what?,0,2024-06-14T00:38:54Z
@benjaminvillas7934,Simply the Best 🎾🏆💍👑⭐️👍🏻RF,0,2024-06-13T23:58:50Z
@Snoopy-JoeCool,Roger’s focus is still mythic. With all those annoying protesters yapping away during these student’s commencement he stayed on his game and got through a great speech. Congratulations class of 2024!,0,2024-06-13T23:53:34Z
@jaimebaezpenuela1197,Lo que nunca hay que olvidar en la vida.,0,2024-06-13T23:50:11Z
@NeuraPod,"Great, inspiring speech",0,2024-06-13T23:42:51Z
@mikrif2767,"A well-earned PhD Roger. A man of the people, for the people.",0,2024-06-13T23:01:50Z
@JacintaGib,The fed express much love xx,0,2024-06-13T22:56:26Z
@pemman,Great to see you Roger.  Enjoyed your presentation.  Over many years you have displayed your skills not only in tennis but many other areas of life.  A great honour was bestowed upon you this day and what a great honour for the Faculty and students alike to have your company.   😊,0,2024-06-13T22:29:57Z
@Steadyrabby,"It&#39;s always a pleasure to listen to Roger Federer. Even some of speeches on the court are legendary. This one gives everyone the motivation and strength to believe in yourself and always try to stay positive in life. No matter how bad you feel one day, there&#39;s always the next day. Like Roger said life is a rollercoaster. Noboy know&#39;s what the next hour/day/week might bring. To all of you guys/girls reading my message: Make the most of your life, enjoy every second of it.",0,2024-06-13T22:02:21Z
@stevehughes1510,"Such a good man, God bless him.",0,2024-06-13T22:02:08Z
@gpurnasaikiran4559,"The goat Federer is speaking, who the hell is yelling at the back?",0,2024-06-13T21:57:23Z
@noventaycinc0,I love you Roger,0,2024-06-13T21:54:11Z
@SarbjeetJohal,"Amazing speech!!! 1. Effortless is a myth  2. It&#39;s only a point  3. Life is bigger than the court and 4. Play All shots and I add one of mine, 5. Game is bigger than any player - play for the love of the game!",1,2024-06-13T21:46:09Z
@volkySt,His Majesty The King,0,2024-06-13T21:34:07Z
@el_chico1313,its disgusting hearing these pro pal protests,0,2024-06-13T20:45:49Z
@Jumaijro,"Just woow, what a incredible speak, he is also the goat of the court!",0,2024-06-13T20:40:40Z
@pauljohnson6019,"Such a shame, he didn&#39;t win Wimbledon in 2019- it&#39;s heartbreaking! To retire on 9 Wimbledons, would have been the perfect ending, to his career, instead of being tortured, coming back, and receiving a bagel in the 2021 QF, against Hubi Hurcazk, I still can&#39;t understand, how he didn&#39;t find that one ace! Hopefully his 8 Wimbledons are safe though now, doesn&#39;t look like Djokovic will be playing this year!",0,2024-06-13T19:41:10Z
@joelroa1765,"EL MEJOR DE TODOS LOS TIEMPOS, DENTRO Y FUERA DE LA CANCHA, UN SER HUMANO INCREIBLE",0,2024-06-13T19:30:37Z
@nandakumarte6773,"He is, he was and he will be successful all his life because of his humility, hardwork and helping nature...not effortlessly...with all life&#39;s experiences. I am proud to share that I was desperate to get his autograph when I met him only once, in business class in airport, where he had to remain private in lounge, but he was not only humble enough to sign it on my visiting card but from getting a pen from a flight stewardess since my pen stuck a bit and you know what he said to me.....I&#39;ll meet you when I come to India....what??? Roger Federer!! Yes.... that&#39;s how humane beings are made by God. God bless him and his family always.",10,2024-06-13T19:15:02Z
